tid,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
14768,0.3934371454393836,0.3321441258500464,0.11758351795403454,0.3239538052228952,0.5222780692595531,0.9347501007936178,0.11986135157607702,0.2421366336116174,0.6061105965116295,0.6166435850864973
14799,0.7269205432484717,0.2713596249252578,0.5614297626034491,0.4421129705088346,0.6493228456281019,0.7791251940853284,0.9588553716771144,0.48410909328072294,0.9906402076827878,0.11739508973142954
14802,0.35881122122058295,0.22532843569372318,0.9698353322591834,0.7684210791986754,0.8909369834902641,0.349182581450722,0.9473770640498647,0.937984538513558,0.8045411671903464,0.9074891200100843
14878,0.2422566596426362,0.8861318186296819,0.8321245167065776,0.04807697015175061,0.6265597639282834,0.5555269923352939,0.4318736949036779,0.18423014751858025,0.851114629688884,0.7521550846822255
14449,0.40566518163276544,0.08634623794343643,0.3251808676068253,0.5188032400170174,0.05283103966904645,0.6182795956103623,0.5907645199265944,0.046922445318140826,0.7859153983059902,0.16979470608857328
14453,0.7958307898312564,0.5902893611773067,0.11552397624448163,0.31356561214427414,0.5838307917350896,0.8727219875378468,0.16221565921516556,0.5085592074977457,0.33361103174843987,0.9732918699946641
14459,0.5551316490073983,0.764386893169558,0.7470375433340787,0.2990916144394371,0.2112465443984869,0.524903212448363,0.13485198986981162,0.4939378399312644,0.9501954366450275,0.5272897516339704
14477,0.5044047608269683,0.6801410784328431,0.2572231686330767,0.16974192466850424,0.03922823041209733,0.07862302951579314,0.9502776859443781,0.41191585290145727,0.5982623116894766,0.1752068462144789
14490,0.47880799115545947,0.07510007058022472,0.29083651732137183,0.4845829035157354,0.5676664972009103,0.20592652087442764,0.5731057696110422,0.41879637428021954,0.7848898650290177,0.6948654986140885
14498,0.7106148630245435,0.5668257528442184,0.8029581768933604,0.8816683345753049,0.8532238729846764,0.24770079164761893,0.8356778025928752,0.2813496938951454,0.07931996206647951,0.6176887654971197
14514,0.06319739348611264,0.7723636903984461,0.3801953077650152,0.8468918852773454,0.17181604544905305,0.14913989907474934,0.35551302236724036,0.21858507176481112,0.09068967234805392,0.49894709638929147
14536,0.9111870633915671,0.39171907255783034,0.6687095822865141,0.5610265328936286,0.6579123868895844,0.5717397883327121,0.9963173964545148,0.4359709034406064,0.41827662039152913,0.5628868751458875
14593,0.8662614018635958,0.946647829991936,0.574089740105175,0.05497978690335592,0.795571113502044,0.0765995191467369,0.48966904794319366,0.7173775684776312,0.4491260814387297,0.806999866624596
14596,0.2639041240004629,0.5940886827723372,0.5628200664437567,0.48323435637501466,0.4224423109092692,0.3378895477159469,0.8666632119013437,0.20205966639248407,0.8216299350163674,0.8682762032653573
14623,0.010969103464803287,0.8131663768800053,0.16770341707857062,0.8625331521721137,0.8896557080132893,0.660865060774339,0.6078338443620374,0.2737829293172298,0.498545564865957,0.47336534446346845
14661,0.5259939553496626,0.8307912598280613,0.3011142047930112,0.13903919456885894,0.9696785583175612,0.7135015094741841,0.10266257075659202,0.042880242313399486,0.09164831585664146,0.9337400672473589
14686,0.999231803741096,0.697525474121321,0.9628550239888962,0.9264058379150198,0.917536468574114,0.5802684435791899,0.9372245310923346,0.2706219924803076,0.007435482973228713,0.5476803941210351
14688,0.5570611817437863,0.2675583776684808,0.5528379956908882,0.8090565964286015,0.07146393866706446,0.8836444368746652,0.3751990040083647,0.5351108934798107,0.720247566263622,0.8340516967341524
14693,0.19418068593922688,0.3968652432992328,0.5240689748833934,0.21083444036206145,0.4318322753096008,0.8969316884789543,0.6227223481814012,0.4678610126455851,0.17246913088660987,0.180218785647273
14697,0.3431451953917485,0.4335549150729858,0.7607398073829659,0.23149378917532182,0.7542140116614565,0.8467787973359389,0.5134325698501431,0.3912422265479447,0.8185420018653089,0.9440859471425277
14721,0.8642481780304185,0.22349670676667432,0.33482146688229375,0.9902453382581634,0.2688437125233495,0.3614325911519294,0.13370894774116227,0.8732089268385648,0.5528955476084373,0.7643062317799793
14763,0.8341496125761027,0.4413062798464821,0.6366857740047436,0.2449939302929971,0.8128119772863672,0.2123445812675927,0.38994917268215923,0.27947642892810554,0.6853356747149174,0.1753380928115199
14770,0.6514249587306309,0.601051282527581,0.4525198478685547,0.026515378681200685,0.11537765505500652,0.46039196419715345,0.3479802629839214,0.4090381222200745,0.582175753494049,0.32943674184221516
14776,0.644513714810072,0.6623494779499934,0.4071269348198828,0.7915124795373449,0.47831264693239084,0.8231604110784344,0.2824171410187478,0.712477363595216,0.6326639609576632,0.5349759461131868
14792,0.941104488225609,0.5616351549432815,0.5431585839390237,0.2716811372338127,0.9343211633800468,0.46411826554271096,0.873789176443528,0.8747929828504519,0.13470543614720287,0.0438309063271104
14812,0.4745729062685137,0.7097846207871612,0.8938500941218177,0.050431468706373495,0.817868351610408,0.36439689438244816,0.08815015607901944,0.8623394420137231,0.5119661668888872,0.11765939294957783
14817,0.28505218265377874,0.6085415192681454,0.6836499766031443,0.6712787697928162,0.804413512629818,0.13111256362740997,0.2527763563153175,0.42387591754136755,0.7822671904048031,0.3264923308025536
14825,0.2502015817212476,0.05430299106485903,0.035431222960861986,0.6246989821763066,0.27582773405504,0.2722386223369859,0.18150482512045274,0.31508703621840883,0.4397736176925797,0.6788115003708772
14828,0.03047435644151164,0.12409785781745575,0.4857298519714792,0.5117759151488758,0.6843224776122528,0.5244916414893052,0.05971538013560618,0.3861847388098507,0.3192527054203622,0.0430948112527163
14830,0.4919687236305632,0.7299078797039514,0.00404186348164115,0.9852562290727579,0.7662578122826136,0.16700669045417393,0.25534450489471117,0.5947893996215016,0.4648871311515038,0.053925287287815094
14831,0.6293300095188423,0.8947206288897428,0.6921443104662656,0.5206908377751704,0.9420919411266782,0.18189468247118856,0.7389396996091763,0.5287751063415425,0.8483817182623649,0.08068956791728854
14837,0.5882519383253194,0.44937071354495106,0.07293556911671994,0.3056661532133905,0.8521209724665867,0.40711925799558546,0.2973858118363375,0.05628296855197856,0.9100750643406271,0.9020361969201895
14850,0.9609005226117945,0.5337145867552563,0.460654915509499,0.5323190160405062,0.22598488692007113,0.5629179923032329,0.7995914401350543,0.4640689683798116,0.28963396708191536,0.5142455683779409
14854,0.03970445729963912,0.5020713024747626,0.2841343970250476,0.7819662590995871,0.2722707681810047,0.10363511281041504,0.23414644032949716,0.7327046104717443,0.7634633786196482,0.22433154255836085
14856,0.9410183402840021,0.952409343733452,0.7341527036549741,0.6976840914841959,0.20176768347055896,0.6559847706975274,0.08267589390184948,0.901356885006484,0.012587403004329811,0.932987468726838
14871,0.725631941553727,0.010416581516495493,0.04133104481233185,0.5299334248034016,0.7991798709228121,0.9420579642603986,0.7623142211770798,0.9526686712411366,0.021212669386944882,0.8346254589564683
14877,0.7474449126984918,0.8825353665283422,0.3136901235148378,0.96590713229303,0.5934348386019886,0.6072742697444425,0.5617015354509914,0.5895586889889824,0.16001204783199208,0.3191577230342194
14913,0.9679489205496045,0.036767509925316855,0.8783826920826475,0.8385376710028818,0.08136442729047733,0.5090625855800394,0.15961971221765947,0.7058972227113314,0.8212669144795139,0.7694047774497139
14914,0.6855718803628217,0.200377977457605,0.5684565726274935,0.5045276492802571,0.10857651399367696,0.6223728527753732,0.1995588796407024,0.9437563559883217,0.8448348403079866,0.21938381124013873
14918,0.5652659107183287,0.4037343111011593,0.3373514259063898,0.00813986010304979,0.8763482943162899,0.34206589900288387,0.4998999232041236,0.6934601162440899,0.9451663516274397,0.7703923726047787
14933,0.4508732772937074,0.2374658451677305,0.45053182837545036,0.45102371979956635,0.4167260452858431,0.20167869153572848,0.34615495000104524,0.025207007371540024,0.5057295040761866,0.5998513971402195
14934,0.782336794121655,0.6146326422610838,0.42685287189709664,0.9215288631168987,0.841117971865331,0.20298552436836592,0.21350473609397147,0.9762995034998684,0.03163584067585967,0.43303482553655415
14935,0.6333205764436143,0.21746821137851458,0.7528357169214271,0.9175125723419173,0.021595385508160092,0.9459658392524954,0.3974665505930839,0.9628857087386525,0.5482042825014191,0.6812177308331746
13597,0.5721634661111101,0.8829988161814012,0.6100633045053068,0.8949094167076311,0.2528566540035978,0.7974424241725526,0.11712410950823127,0.8513978083796536,0.4426195562559868,0.23593461700126594
14398,0.035745682251829836,0.758039625079255,0.27974322295922105,0.5888213812121295,0.7337094006221836,0.7414545827433191,0.7546099564678286,0.4461145125464909,0.22736544924887014,0.5061569305399699
15983,0.6985365356238022,0.08648934214267001,0.9424697558357968,0.9510286698344984,0.9782333757076791,0.59916567909244,0.8673008332736399,0.8900607328420015,0.1837862674667211,0.4223451156965401
15122,0.8504295346176944,0.14251379233667805,0.5907462951825504,0.3881463930866502,0.10621097589530426,0.40077211848025796,0.29154519745136165,0.904638652215214,0.8249019361957076,0.2907079301045372
15511,0.727667971738462,0.03833952867601664,0.17033128931492358,0.8449563315877613,0.7874815575683576,0.548569923289225,0.5765057844313054,0.03452814937119675,0.3988678726188196,0.28545449850984894
16048,0.668051750903652,0.5951370556552772,0.49356162652800595,0.6078801593779882,0.6327096427831469,0.7290708533374373,0.620887693568054,0.9979933581205512,0.12220332147586399,0.31203111363788005
15270,0.7672148788085322,0.04069994139843236,0.9987685448607024,0.27836733705362127,0.27320254965679147,0.6687089802992934,0.6998454932009468,0.8760215983050852,0.5431421379856385,0.11066353986943578
13859,0.2824516151352702,0.04852072674509944,0.389132303323365,0.0948700311939632,0.23540910440642793,0.492259173612527,0.30817421956260327,0.5496468075494022,0.007943367169164217,0.25047475122472984
13977,0.4164467955243347,0.41488993213587155,0.3918571279034264,0.04258903834030592,0.6214407691182253,0.992549160810916,0.23698941308508548,0.9446869643405563,0.42256370168266766,0.28262394623973264
13855,0.5906150334250427,0.10588406677095252,0.16152950694654744,0.6948290032695155,0.9599645380054014,0.5567364302489617,0.4510976270387057,0.9484720092367213,0.6066422518972028,0.24135854039982574
15401,0.539261512358265,0.7141925394277372,0.7771266886994966,0.7064129553499809,0.046895082116932385,0.6760110441175988,0.6867628730944947,0.3983504252329587,0.22661766828839314,0.18676028708494719
15404,0.19907100464141048,0.9593581196938229,0.9326543699540301,0.6055729595812166,0.14702254693497985,0.2710158833184858,0.26004173627163607,0.8350097838894637,0.3249891567371752,0.35757338371859715
14571,0.8177581540685757,0.6324409520090555,0.02986890413285226,0.17192515562952804,0.8470102582483786,0.6070471868015445,0.13398024179924506,0.7432145912615186,0.017483608004427276,0.691065842238299
14611,0.28369315138595197,0.37904368151456413,0.16285934684268122,0.03710562196499578,0.7770139060797278,0.8492860019917253,0.8795726072985669,0.5565162083599419,0.7965881038614441,0.470636564826568
14670,0.557917405212748,0.9409491480423038,0.07603120294288823,0.7117595522403829,0.848747227426341,0.6130298445519362,0.7081549531895421,0.20305707014379226,0.43656269091658007,0.44701558036200784
14708,0.7885632053492913,0.7656864041245001,0.12361512597081603,0.8081982341817037,0.6450514391505908,0.9705696291323347,0.8125916727904291,0.6428628614565254,0.9851741401057934,0.9539405128282459
14715,0.6727154003354359,0.2844391965601981,0.4510539248755483,0.6040968169838646,0.8771004551884461,0.47299009723901886,0.7943764418027275,0.21588811100729643,0.1099252021796907,0.2030145187814889
15229,0.2802925962920735,0.08451890230674797,0.4262290891527123,0.4864277736010719,0.8816027848628675,0.045598051432950704,0.36269304547538794,0.9865969450352996,0.26826020138577655,0.2871960157795892
14801,0.8515977357292597,0.09556403251413181,0.5451819891777335,0.9245268839729487,0.19592823904863976,0.13070729704595285,0.45178614679191953,0.6590413270299755,0.8813520044175379,0.7942221778190915
14848,0.9288928767778004,0.7526131964384722,0.1646630718836175,0.32408868932127655,0.7675567695962601,0.661963750505557,0.7073578846986419,0.20428338871591167,0.3043461823772071,0.4997018668530657
14487,0.062152390003151536,0.8913277760764886,0.23120570780324612,0.17538187084568968,0.8831058031361394,0.07181810089180152,0.7383252732139941,0.47878407912994836,0.6307863103980458,0.058330902087169734
14508,0.7837669736748496,0.09705383276066648,0.1605039107536077,0.525442318772874,0.13639340689681245,0.04246498256294873,0.33497581051978353,0.6423453693342412,0.6879369425340984,0.40519974890681243
14509,0.9844186447553899,0.5812697807024148,0.09419285936167665,0.9937899428559981,0.16371848014891965,0.11833501576489847,0.05257461816174347,0.050861045649454484,0.6436697263730506,0.0026714558664517885
14574,0.9275017701681971,0.45912454242283884,0.2456858665529198,0.1866991056859848,0.15405698442641635,0.16227960346817816,0.2723676304663749,0.6022085251093394,0.09681576190388352,0.014280902169341414
14656,0.5582812312753522,0.07221496233067004,0.37103015163435327,0.6798346994976717,0.5949543873478119,0.10750407220739566,0.7119047784351469,0.6675773757026807,0.19757653300838596,0.6147209902427834
14662,0.31099680839689603,0.4455681431592038,0.6772827883261974,0.6016962742882717,0.9958902715976138,0.8944430151443783,0.6990616393958208,0.9292279769319777,0.23186026744168653,0.045161009743226344
14665,0.7605009747603892,0.4936264318336048,0.11924158024188725,0.022544384048919675,0.28245057253952877,0.9913823144796617,0.9895231256320227,0.1308196516412854,0.029446669383512702,0.4813061053227734
14692,0.8723588386376686,0.49472966762924286,0.19847730364436,0.4435782755341895,0.7000220914080024,0.43712334578080614,0.13797128714376572,0.46290561621801063,0.6193712279226394,0.5584101784284129
14778,0.532017609167474,0.45542189828919477,0.10041441500658965,0.8648869941403372,0.5891489753230252,0.28837580112737304,0.73884517756007,0.14342384354516202,0.4596483101760577,0.9107419697896578
14806,0.2712482234893937,0.6629684009942612,0.46083566797764897,0.0871497151975057,0.6431220560360255,0.019463632873799486,0.4761384330810319,0.652902622251548,0.4568680721790447,0.4128101369563112
14853,0.611183278279442,0.15159230400727697,0.6627353632143689,0.13086039789956416,0.36396941755614676,0.6784301928483082,0.7854434931692897,0.8477906828338858,0.44986190165799556,0.6948132376530705
16455,0.23528706931338206,0.07239526017831188,0.19563028919590575,0.08782493823725135,0.9785919652376599,0.5728668104777838,0.691873758875639,0.7864056627467,0.7146253542021067,0.7257695840133644
14872,0.8680602371679291,0.9717063884333274,0.656131381007718,0.6078164538648417,0.7896697662590149,0.32590239674773647,0.0972776042796506,0.7907029019848556,0.6245102176891002,0.020952588614270296
14926,0.7457480858864416,0.04695362164121297,0.1692545527877476,0.9115790824842195,0.3526729609352589,0.06230304268749198,0.727795370079762,0.00324470623121198,0.25268295629742665,0.22653180692645392
14493,0.7463827391185682,0.2606804383092226,0.8589859106266945,0.4601655903967905,0.8461489759045795,0.00998491215860109,0.5253267856811372,0.9688382434335917,0.08102730023416294,0.1698262755103267
14501,0.006220274048387542,0.9497751021228138,0.10599777296013646,0.14089906080862302,0.4810783803593318,0.8714675042372092,0.07929349881979175,0.5259642295260906,0.1990220068047237,0.9993270745137509
14537,0.9732078116041892,0.04120277642029835,0.15288558647517914,0.268448704439167,0.45082283626876607,0.8324197155803726,0.4364528689216526,0.1541872881537505,0.8379524793669597,0.33673355844311004
14578,0.3700768223071562,0.3171032937621383,0.12208142310886927,0.8471550249894265,0.9071087651318552,0.8961103073813584,0.4392690018214239,0.18185676924495442,0.8240309841625288,0.8561169319358053
14636,0.47510055355712844,0.4442500616955032,0.10576332728618565,0.7514136716126986,0.7646234273091639,0.3602892631375906,0.4194483113905094,0.5488561556170763,0.7088756914746487,0.6549765848782777
14781,0.4668379325147579,0.2393546853514169,0.9979340110345276,0.9398464856970153,0.1285559239585936,0.6299982945072807,0.9415253907323727,0.34723189763382944,0.4216229559638587,0.19590446691680297
14798,0.8372324445059579,0.23361119667627805,0.14027686645949267,0.431492194706528,0.9021619652152839,0.08544585165266738,0.5958474892900422,0.12196362200534172,0.6354447098506916,0.6245056263736155
14833,0.41947229882903336,0.7884673046118943,0.3367609105159898,0.20478599970506162,0.1480335114068928,0.7052853223067788,0.7208540440666047,0.6787785181300385,0.6331462124527033,0.6212308290395402
14865,0.6153253657861287,0.22668049596684403,0.1553687222175305,0.8231332776377086,0.840133997939202,0.42580829892204664,0.8873130719832902,0.301660960934954,0.17427850224381103,0.050882341671406484
14879,0.43035684145511943,0.12850089730812508,0.4229106945554514,0.09621422772768984,0.3091744255634068,0.6063574130651672,0.7520075397645872,0.688513415769413,0.5999231380652972,0.09617106747313042
14444,0.7646306014859877,0.9845858112933705,0.039245926061278524,0.850755496710615,0.3858680899949751,0.7743057118480687,0.28741874086486296,0.44676765451131173,0.577117337849507,0.16187044604457967
14517,0.5187343397550893,0.45955200682167774,0.9816408724433887,0.9580741627931223,0.8477261515129693,0.7122878856763366,0.13263620627387196,0.7864485705718538,0.4745984233764545,0.7714080698934934
14569,0.5373265339654565,0.2961689234861741,0.24907069642554125,0.4786001610588603,0.64547588783833,0.05731846457000622,0.9475582035833363,0.9956275573912887,0.7822762887760231,0.09027159762192272
14604,0.88447134322752,0.3969813342514936,0.5713701643635991,0.5890764114365468,0.9388181797539882,0.4574320940130546,0.9406355391372945,0.5676668438049991,0.8929482212279577,0.8450575201300248
14612,0.9114238911019005,0.12405938591158983,0.9035362719570231,0.4245986923170256,0.21163804324015845,0.8265478934253053,0.4170959493291524,0.8410102167318227,0.5332533140983288,0.9003502933616082
14666,0.34596791180639763,0.6624328804125489,0.020362762670418477,0.6007675451928535,0.127193476685739,0.4374433825282099,0.1866667917437156,0.11244229199844646,0.6399023259194518,0.7633372117928163
14673,0.14943570904799008,0.17048385346764117,0.7076672217374375,0.6397538253820448,0.20428814698327058,0.4613281554732245,0.2524255497909379,0.08395899369754833,0.07018903313389868,0.7996139880672084
14840,0.022900998746382517,0.6383434399023962,0.5744765365556691,0.08429633964171956,0.7894136867088359,0.12018770689124825,0.33723801328222247,0.0040882972634672665,0.9587561994812569,0.6282079204417022
14844,0.7334766891004716,0.5020202116928437,0.7582510620130039,0.7554231703869935,0.34146057891665593,0.32690735625684764,0.7682022501319039,0.7780581255124197,0.023776546235522722,0.626867617371407
14859,0.16356062718905784,0.8997114893474198,0.13368949638336602,0.4470611896606319,0.4448461555710298,0.9351687675144044,0.3894153947398302,0.38817834954847164,0.5758624384056138,0.5342532384089431
14884,0.20988016788887975,0.4534978290814039,0.9156971815913918,0.23329047401900893,0.43450908639482,0.9117001237833087,0.24246881371986506,0.20416422165808135,0.0052438053660405215,0.5034790257295966
14938,0.6925944432564318,0.2571167327438334,0.04678138555597777,0.5125533283323218,0.4643523388838381,0.7388019719326071,0.3586890773791842,0.5787875316209807,0.6390717043273527,0.7737808819178372
14543,0.026744857831672686,0.2332840342398309,0.23105367083103545,0.3205504670088376,0.4977068397555586,0.2592863999456213,0.24577828731506346,0.5890597722666395,0.7747937925336226,0.05231041058707775
14591,0.2526921121411848,0.8812135421284664,0.9938836488990773,0.8978112785323501,0.3485638230348356,0.7940589487620555,0.11833612676153848,0.28271790085211823,0.42961927359547003,0.2591090746855075
14735,0.8763997619818105,0.6100448865591671,0.5296610452217867,0.8212550289655359,0.8399965476187251,0.2531225764593008,0.47841568262762146,0.6748027658144946,0.46342675380935816,0.4915209179404859
14821,0.8977339303701602,0.730669724548982,0.706111159186928,0.500483079774067,0.9976840840788641,0.06917109059462168,0.14632134414429787,0.18790261748672488,0.37376296702277223,0.3133446696764147
14882,0.04703182152261198,0.4382399844101227,0.026668268358664315,0.9910698003664288,0.17842462847536866,0.5410456106686187,0.7228926757644647,0.7402085280780062,0.45449866490558843,0.7245849243523919
14454,0.5153915207916334,0.7288816807372892,0.7477774866800929,0.31900712345881044,0.3368394785352874,0.7792626859805543,0.8121153095301449,0.3623687019614594,0.882336303014367,0.29125313555587995
14463,0.29594457466281743,0.39814622819683854,0.04198333415148969,0.4258231581354647,0.5736972308153879,0.09737392817628998,0.7746356396933327,0.8607623689973625,0.4390400183271511,0.8791367873852458
14548,0.2715271043475588,0.9183746129005863,0.0015251222135649334,0.16607283248692706,0.2557926114957789,0.15133304775465284,0.424006642416072,0.6027306934375115,0.40538826907701664,0.8049362900054383
14605,0.9187551395425289,0.9347586757386052,0.2535079202845807,0.38378594593560755,0.7264260328442019,0.33094017795762687,0.5075709904793199,0.021194549419651043,0.10828681849304567,0.45975197553313785
14637,0.04259894506445583,0.8485712855330689,0.7223387228266148,0.7793989438135801,0.25612672571907,0.4961553449786432,0.3921231401063846,0.5332156336924719,0.9022459350314893,0.6986083628910122
14725,0.7099412199830211,0.21410169321603545,0.07090774222552998,0.7687490795520555,0.27695493363524437,0.5753519227734327,0.11898796261637268,0.5791241310523068,0.3264409940927485,0.0752081704503682
14748,0.5933904146012602,0.48147175832541955,0.2698119519978346,0.622612980761128,0.9603003985059214,0.6729300101098784,0.5437244788647907,0.9316169878637905,0.7220387370346278,0.07189422920486266
14759,0.4602940024007386,0.17188051547567895,0.6266059057495128,0.1365147634817978,0.5702471148446655,0.5567741388377718,0.42694464228094664,0.09449915492986027,0.08173367942630372,0.6127429423261411
14851,0.16093057369053299,0.21601202765429917,0.7724137386459465,0.2725586132261857,0.3001957342469428,0.16457986966955784,0.6156740378574942,0.5555948657602234,0.8293815406840169,0.38270786333006357
14869,0.5150150821814965,0.6497859755330759,0.17290258370890277,0.26743207487599674,0.21424042258348297,0.22067293315983316,0.1695129570939976,0.4855425504670602,0.5527800785931006,0.04617669657898249
14903,0.41932286811778496,0.7900049945476519,0.4904813852367865,0.4204541609377406,0.8435286717243642,0.33136131698488624,0.9816053379005024,0.7995206590976095,0.04398561395733469,0.8222505752779579
14920,0.16519734113484563,0.5814224475271262,0.02510308257379923,0.003028839565540231,0.8718680847401835,0.5530648313493315,0.49924232983988426,0.24883794092165634,0.394953384750823,0.6259392286692561
14647,0.8360427336196788,0.4335889072170853,0.6412104669729615,0.40020977076787867,0.7671703809730539,0.48237010308215444,0.15080259398824714,0.9067142627709511,0.002160148342385426,0.9113404646461069
14594,0.5054507700950207,0.7655818224036911,0.04640750964411189,0.20597096065628617,0.41501672824154257,0.1479105363594445,0.2956756598340955,0.6152204196829694,0.06378722267022274,0.4559662509159945
14845,0.7309089476589771,0.3274536055901739,0.02269558051972842,0.3123073939693437,0.10541545777223182,0.14964446568991308,0.22150603230280685,0.18959874938552534,0.8603660119555723,0.06218769482892572
14494,0.37153030313651647,0.06633319517807323,0.14041324475506445,0.14463895551755845,0.01592249880874974,0.8537838172963409,0.0715817451273586,0.23221044854359496,0.43522602961773327,0.5513509641093433
14495,0.6650270011250375,0.8886612784047323,0.3114036167308103,0.8930389578458732,0.0051894888890321456,0.8637663052729064,0.4029162181307383,0.8862723839891758,0.09440272488560209,0.8815301708968478
14511,0.16625836626895651,0.24649466665300157,0.3178385970308377,0.9925195483556375,0.468165656386179,0.1306260065741911,0.1582766366924243,0.8336049386262047,0.9687856644928114,0.5142679905685434
14523,0.020796945551252444,0.9283682575814272,0.011615204897128861,0.3023258755864595,0.7475021221994184,0.07008377848832303,0.9476308178876061,0.6644282699626292,0.5399365370836771,0.6441600550362188
14532,0.4219246411816585,0.5410708935378445,0.2456839012827261,0.37538515096975955,0.8378732921728007,0.4754858330401035,0.964869291604112,0.3620316099385751,0.16441131592501257,0.07346763457433692
14554,0.15527558547580445,0.4079905307214573,0.27366080577872487,0.4809106061465741,0.4626807514549096,0.9161266862339199,0.196244397149951,0.09229274409669297,0.8097150473550503,0.7403674866940813
14555,0.9581651067893291,0.2329150011681107,0.9290878078909555,0.12961146925727096,0.5046557170651637,0.7779880066271698,0.743324712563746,0.9230022762748968,0.5532699881599195,0.6728936961250401
14556,0.693824565455982,0.8994720047510402,0.9757943144853497,0.3489671551349396,0.6357237966629634,0.6107637559182837,0.6904247951490458,0.06785953058829064,0.10961563656297968,0.41501305126946697
